,population,Run,Evacuation percentage,Evacuation time,Flow,Mean exit time,std exit time,relaxation_time,door_size
115,,115,100.0,11.98,8.270676691729323,6.147400000000001,2.9659275960566713,,1.8157894736842106
116,,116,100.0,11.63,8.807829181494661,6.0283000000000015,2.809980428775441,,1.8157894736842106
117,,117,100.0,12.120000000000001,8.691834942932397,6.149399999999999,2.9279022793760996,,1.8157894736842106
118,,118,100.0,12.38,8.061889250814332,6.2204999999999995,3.1921701478030977,,1.8157894736842106
119,,119,100.0,12.17,8.512467755803955,5.954199999999999,3.050969436925009,,1.8157894736842106
120,,120,100.0,11.59,8.549222797927461,5.651099999999999,2.894584946084846,,1.9263157894736844
121,,121,100.0,11.42,9.049360146252285,5.828,2.6847797720190054,,1.9263157894736844
122,,122,99.0,11.83,8.836789900811542,6.25848484848485,2.8362908243116065,,1.9263157894736844
123,,123,100.0,10.98,9.141274238227147,5.5520000000000005,2.803731640352034,,1.9263157894736844
124,,124,100.0,11.74,8.95117540687161,5.8305,2.8680692041155424,,1.9263157894736844
125,,125,100.0,11.52,9.322033898305085,5.902099999999999,2.8065224518480645,,1.9263157894736844
126,,126,100.0,10.870000000000001,9.20074349442379,5.696600000000001,2.8056318613485525,,1.9263157894736844
127,,127,100.0,11.32,9.032846715328466,5.666,2.8035936534628862,,1.9263157894736844
128,,128,100.0,11.74,8.447098976109215,5.909000000000001,2.7827243028109243,,1.9263157894736844
129,,129,100.0,11.07,9.226467847157503,5.681400000000002,2.6201599997409364,,1.9263157894736844
130,,130,100.0,11.200000000000001,9.437559580552906,5.522100000000002,2.68733967621392,,2.0368421052631582
131,,131,100.0,11.65,8.68421052631579,5.6369,2.8021704052034346,,2.0368421052631582
132,,132,100.0,10.89,9.792284866468842,5.6183000000000005,2.686869326516974,,2.0368421052631582
133,,133,100.0,11.48,8.91891891891892,5.876999999999999,2.8865023747774674,,2.0368421052631582
134,,134,100.0,10.98,9.295774647887324,5.668900000000001,2.7799240215618424,,2.0368421052631582
135,,135,100.0,10.82,9.939759036144578,5.5373,2.644226741526918,,2.0368421052631582
136,,136,100.0,11.11,9.149722735674676,5.684200000000001,2.614452906441422,,2.0368421052631582
137,,137,100.0,10.9,9.09090909090909,5.537799999999999,2.7562606714331084,,2.0368421052631582
138,,138,100.0,11.1,9.620991253644316,5.569100000000001,2.6815396206981053,,2.0368421052631582
139,,139,100.0,11.0,9.008189262966333,5.6113,2.7421224747750905,,2.0368421052631582
140,,140,100.0,10.950000000000001,9.639727361246347,5.8104000000000005,2.6753615520791643,,2.1473684210526316
141,,141,100.0,10.13,9.782608695652174,5.013699999999999,2.4796813313509674,,2.1473684210526316
142,,142,100.0,11.200000000000001,9.705882352941176,6.0828999999999995,2.6903795290072012,,2.1473684210526316
143,,143,100.0,10.56,9.880239520958085,5.354,2.685900710425206,,2.1473684210526316
144,,144,100.0,10.59,9.880239520958085,5.413200000000001,2.5782869107101702,,2.1473684210526316
145,,145,100.0,10.78,10.133060388945752,5.5790999999999995,2.5163293352087925,,2.1473684210526316
146,,146,100.0,10.88,9.611650485436893,5.5482,2.5714569151877047,,2.1473684210526316
147,,147,100.0,10.620000000000001,10.071210579857578,5.5476,2.535300719317876,,2.1473684210526316
148,,148,99.0,10.700000000000001,9.167446211412534,5.39949494949495,2.7049755265924365,,2.1473684210526316
149,,149,100.0,10.99,9.744094488188976,5.513600000000001,2.621417428288241,,2.1473684210526316
150,,150,100.0,10.97,9.519230769230768,5.638999999999999,2.6004360551199253,,2.2578947368421054
151,,151,100.0,10.28,10.237849017580144,5.2757,2.495318143316326,,2.2578947368421054
152,,152,100.0,10.59,10.0,5.5089999999999995,2.5842410917331264,,2.2578947368421054
153,,153,100.0,10.44,9.734513274336283,5.3332000000000015,2.6379529406666293,,2.2578947368421054
154,,154,100.0,10.97,10.020242914979756,5.5355,2.5171598453154873,,2.2578947368421054
155,,155,100.0,11.13,9.339622641509433,5.5257000000000005,2.7336985177335458,,2.2578947368421054
156,,156,100.0,10.09,10.465116279069768,5.399299999999999,2.461464725719139,,2.2578947368421054
157,,157,100.0,10.68,9.97983870967742,5.5702,2.502968330731826,,2.2578947368421054
158,,158,100.0,10.14,10.259067357512953,5.062200000000001,2.4932322860742904,,2.2578947368421054
159,,159,100.0,10.11,10.454065469904965,5.1765,2.44557707345776,,2.2578947368421054
160,,160,100.0,9.99,10.344827586206897,5.2255,2.5206197630541167,,2.368421052631579
161,,161,100.0,10.52,9.696376101860922,5.3521,2.6347020972804764,,2.368421052631579
162,,162,100.0,10.36,9.93975903614458,5.1774000000000004,2.524962093924892,,2.368421052631579
163,,163,100.0,10.01,9.9,5.0863,2.4738195450384293,,2.368421052631579
164,,164,100.0,10.5,10.259067357512953,5.6199,2.396425998368522,,2.368421052631579
165,,165,100.0,10.11,10.091743119266056,5.0954999999999995,2.5671024325082743,,2.368421052631579
166,,166,100.0,9.48,10.714285714285714,4.928100000000001,2.4122736226023425,,2.368421052631579
167,,167,100.0,10.25,9.66796875,5.174000000000001,2.6451258777402087,,2.368421052631579
168,,168,100.0,9.91,10.269709543568464,5.114599999999999,2.448273116407819,,2.368421052631579
169,,169,100.0,10.3,10.091743119266054,5.200699999999999,2.5591867612169064,,2.368421052631579
170,,170,100.0,9.41,10.819672131147541,4.9328,2.4075663893633172,,2.478947368421053
171,,171,100.0,10.49,10.565635005336178,5.6800999999999995,2.3794781258744853,,2.478947368421053
172,,172,100.0,9.91,10.53191489361702,5.1827000000000005,2.4404701712099777,,2.478947368421053
173,,173,100.0,10.1,10.185185185185187,5.402699999999999,2.3650185704099322,,2.478947368421053
174,,174,100.0,9.68,10.987791342952276,4.9896,2.3494593919332667,,2.478947368421053
175,,175,100.0,9.85,10.060975609756097,4.897200000000001,2.3117963106247448,,2.478947368421053
176,,176,100.0,9.67,10.843373493975905,5.0687,2.319591419525291,,2.478947368421053
177,,177,100.0,9.68,11.0,4.9423,2.3902173752632,,2.478947368421053
178,,178,100.0,10.0,10.174717368961973,5.2779,2.271949412137764,,2.478947368421053
179,,179,100.0,9.91,10.323253388946819,5.016500000000001,2.4717900825355725,,2.478947368421053
180,,180,100.0,9.46,11.715976331360945,4.7322999999999995,2.2358456493409307,,2.5894736842105264
181,,181,100.0,9.88,10.030395136778115,4.9339,2.4831166856890707,,2.5894736842105264
182,,182,100.0,9.26,11.647058823529411,4.6838,2.268197246157121,,2.5894736842105264
183,,183,100.0,9.5,10.554371002132195,5.0463000000000005,2.307157792784898,,2.5894736842105264
184,,184,100.0,9.96,10.610932475884244,5.1465,2.415467570856331,,2.5894736842105264
185,,185,100.0,9.46,11.275626423690204,4.958899999999999,2.309673069260818,,2.5894736842105264
186,,186,100.0,9.46,11.327231121281464,4.7966999999999995,2.2703326214722837,,2.5894736842105264
187,,187,100.0,9.61,10.3125,4.8629,2.4121222873836494,,2.5894736842105264
188,,188,100.0,10.120000000000001,10.714285714285714,5.210300000000001,2.547929028315611,,2.5894736842105264
189,,189,100.0,9.52,10.772578890097932,4.959600000000001,2.4040915964331315,,2.5894736842105264
190,,190,100.0,9.6,10.323253388946819,5.0541,2.4247707774617218,,2.7
191,,191,100.0,9.14,11.366245694603903,4.8183,2.240592028095172,,2.7
192,,192,100.0,9.6,10.843373493975905,5.2077,2.2692747272815574,,2.7
193,,193,100.0,9.11,11.012235817575084,4.533100000000001,2.3307837564201277,,2.7
194,,194,100.0,9.450000000000001,11.538461538461537,4.9413,2.256106709543785,,2.7
195,,195,100.0,9.39,10.554371002132195,4.7520999999999995,2.2396921212478733,,2.7
196,,196,100.0,9.21,10.76086956521739,4.871599999999999,2.2501877452534687,,2.7
197,,197,100.0,9.63,10.312499999999998,5.1168000000000005,2.377798778345853,,2.7
198,,198,100.0,10.19,10.377358490566039,5.2347,2.4777463917475866,,2.7
199,,199,100.0,9.67,10.725893824485373,5.157,2.355568729713493,,2.7
